checklist_code,location_code,item_code,question,guideline,regulation_ref,ksm_sms_ref,ship_type,sequence_no
F605,50,3704,"Deck Management (Deck Machinery-2)
Are Pilot boarding and access arrangements satisfactory?","<Check point>
Check visually external appearance.
Check steps, spreaders, manropes, marine ropes, etc. If combination arrangement is used then
Combination ladder shall be in compliance with IMO MSC.1/Circ.1428.
Check if Pilot transfer arrangement poster is in compliance with  MSC.1/Circ.1428.","SOLAS V/23.3.2 V/23.3.3.2 V/23.4 V/23.8
MSC.1/Circ. 1428.",INT/Permanent/2020/003 - Focus on Pilot ladder condition and pilot access,Common,269
F605,50,3801,"Deck Management (Accommodation & Stores)
Are all loose gear on deck, in stores and in internal spaces properly secured and maintained?","<Check point> Check condition.
All loose gear, pipes, drums etc. shall not be secured with pipework e.g. drain pipes etc.
Check SPM E 448 Loose Gear Inspection Record",,,Common,270
F605,50,3802,"Deck Management (Accommodation & Stores)
Are the chain locker doors securely battened down?",<Check point> Check condition.,,,Common,271
F605,50,3803,"Deck Management (Accommodation & Stores)
Is the general condition of service pipework on deck including Bosun Store satisfactory and is it free from significant corrosion and pitting and soft patches or other temporary repairs?","<Check point> Check condition.
Any hard rust on hydraulic pipe, hydraulic actuators; fixed fire, foam, DCP line etc. AND soft patches or temporary repairs shall be considered as Finding.
<Annotation>
Notes: The following deck pipework should be examined, particularly on the underside, for external indications of corrosion and for patching or accelerated wear caused by rope abrasion:
- Hydraulic and pneumatic pipework;
- Fire mains and associated fittings;
- Deck steam lines;
- Compressed air lines;
- Tank cleaning lines.
Pipe securing arrangements should be intact and permit free movement of the pipes as necessary.",,SPM VOL II 15.0,Common,272
F605,50,3804,"Deck Management (Accommodation & Stores)
Is the forecastle space free of water, internal spaces and storerooms clean, free from debris and tidy?","<Check point> Check condition.
Check Water tightness, tidiness and cleanliness, leak from hydraulic equipment, etc. Check Rubber packing for openings.
Verify that warning is posted near bilge discharge valve against accidental oily water mixture discharge.
If fitted, test the bilge high level alarm. Check record.",,SSQE 5.17,Common,273
F605,50,3805,"Deck Management (Accommodation & Stores)
Have heaving lines been constructed with a monkey’s fist at one end free of any added weighting material?","<Check point>
• Check the  “monkey’s fist” should be made with rope only and must not contain added weighting material.
<Annotation>
Safe alternatives include a small high-visibility soft pouch, filled with fast-draining pea shingle or similar, with a weight of not more than 0.5 kg. Under no circumstances is a line to be weighted by items such as shackles, bolts or nuts, or twist locks.","AMSA
Marine Notice 16- 2018","Code of
Safe Working Practices for Merchant Seafarer’s, 2017",Common,274
F605,50,3903,"Deck Management (Others)
Are light fittings in gas-hazardous areas Ex 'd' rated and in good order? (Battery Room, Paint Store, and other gas hazardous areas)","<Annotation>
Notes: Lights will be either explosion-proof or pressurized. The flame paths of explosion-proof lights should not be painted over. Fluorescent fittings will generally have flame paths at each end.
The manufacturer’s or Administration’s certificate approving the fitting for use in gas-hazardous areas will be invalidated if the correct bolts for securing the cover, or the correct light bulb size, are not used.
Particular attention should be paid to the following:
- Cracks in metal, cracked or broken glasses or failure of cement around cemented glasses in flameproof or explosion proof enclosures;
- Covers of flameproof enclosures to ensure that they are tight, that no bolts are missing, and that no gaskets are present between mating metal surfaces;
- Each connection to ensure that it is properly connected;
- Possible slackness of joints in conduit runs and fittings;
Vent fan, cargo pump and cargo winch motors and lighting are likely to be found within gas-hazardous areas. An Ex‘d’ rating means that the equipment can withstand an internal explosion without igniting the outside atmosphere. Ex ‘e’ is an increased safety rating.",,SPM VOL II 10.13,Common,275
F605,50,4602,"Machinery Management (Electrical Equipment)
Are the deck and accommodation lights all operational and sufficient in number and range to illuminate the deck to facilitate safe working during darkness?","<Check point> Check deck lights.
Verify that all deck lights are properly trimmed and in good working condition
<Annotation>
Notes: The level of deck lighting should be adequate to allow:
- Sufficient visibility to permit safe access to all areas of the deck
- The safe use of mooring equipment;
- The monitoring of the deck area for spills and leakages;
- The monitoring of all deck areas and the adjacent surrounding areas to prevent unauthorized access.",,SPM VOL II 10.13,Common,276
F605,50,5018,"Cargo & Ballast Management (Dry Cargo Common)
Is the cargo crane machinery including controls in the operator’s cabin, inspected, tested and maintained as per manufacturer’s recommendations and PMS?","<Check point>
1. Crane cabs should not have a paint smell.
2. The crane cab should be clean (free from apparent leak, trash and grease). 3. Crane seats should be in good condition (wobbly chairs are not allowed).
4. Crane windows should be clean (free of grease, paint, and condensation). 5. All wipers on windows should be in working condition.
6. If no heavy corrosion of Crane Operator’s Cabin including the Floor, cabin bolts, etc.; 7. Check PMS
7. Check SPM E 419 CRANE MAINTENANCE CHECKLIST is being utilized.
8. Check BGCM S 204 Vessel Crane Inspection checklist",,"SPM VOL II 16.2
BGCM 14.11.4
SSQE 5.6",Common,277
F605,50,7408,"Emergency Preparedness (Fire Fighting Equipment)
Are fire mains, pumps, hoses and nozzles in good order and available for immediate use?","<Check point>
Visual condition check to be done. Check patch, double, etc.
Check leak from fire hydrants.
PSC will not accept any temporary repair.",,SPM VOL II 11.7.2,Common,278
F605,50,7409,"Emergency Preparedness (Fire Fighting Equipment)
<Applicable vessel only>
Is vessel provided with firefighting equipment for helicopter operations? Is firefighting equipment for helicopter operations in good order?
Are the fire hose laid, connected and charged with water?
Are the foam hoses length enough to reach from the hydrant to helicopter working area?","<Check point>
Check if vessel is provided with:
Dry powder - 1 or 2 extinguisher with total capacity of not less than 45kg
CO2 - 1 or 2 extinguisher with total capacity of not less than 18kg (Refer - Class NK TEC0762) Foam System - as per chapter 4.7 of ICS
Fire hoses - at least 2 nozzle with dual purpose type (jet / spray) Fireman's outfit - 2 complete outfit
Emergency tools - red emergency signalling lamp, large axe, crowbar, adjustable wrench, fire resistant blanket, 60cm bolt/wire cutters, grab or salving hook, heavy duty hacksaw (w/ 6 spare blades), ladder, fireline 5mmdia. x 15m in length, side cutting pliers, set of assorted screwdrivers, harnesss knife complete with sheath and first aid kit.
It is not necessary to store all these in one place.","SOLAS II-2
Reg. 18","ICS Guide
to Helicopter/S hip Operations 4.7
Rightship 5.44
Class NK TEC0762
AMSA
Marine",Common,279
F605,50,7410,"Emergency Preparedness (Fire Fighting Equipment)
Are fire flaps on fan room and cargo hold ducts clearly marked to indicate the spaces they serve and can readily be closed in good order?","<Check point> Check markings.
Check numbering or naming.
Check condition of fan room, fan casing, wire net, etc.
Dampers are clearly marked for easy opening/closing operations.
If possible, check flap/lid of damper and confirm it is not heavily damaged by corrosion.",,SSQE ANNEX 8,Common,280
F605,50,7411,"Emergency Preparedness (Fire Fighting Equipment)
Are the crew familiar with the fixed and portable fire extinguishing systems, where fitted, in good order and are clear operating instructions posted?","<Check point>
Check to see if portable fire extinguishers are placed outside.
Pictographic operating instructions for fixed fire fighting systems, where fitted. All valves clearly marked. Check that nozzles of water spray system in Paint locker are not blocked with pale of paint/ thinner.
<Additional check point for Japanese and Panamanian Flag Vessels only> Provision of any of foam, CO2 or dry chemical extinguishers.
*If water-spraying systems approved by flag state are provided, no portable fire extinguishers are required.
<Additional check point for Liberian Flag Vessels only>
1) New vessels built in and after February 1992 -
For floor area of less than 10 ㎡:  either 1 portable fire extinguisher of CO2 gas of 6.8 kg or 1 dry chemical extinguisher of 4.5 kg.
For floor area of more than10 ㎡:  Any of fixed fire extinguishing system of CO2, dry chemical system or water- spraying system operable from outside.
2) Existing vessels - 10 ㎡ above reads 20 ㎡.","SOLAS II-2/18.7
II-2/10.6.3.1
II-2/10.6.3.2
II-2/10.6.3.3",HRM 4.8,Common,281
F605,50,7412,"Emergency Preparedness (Fire Fighting Equipment)
Is flame arrester/screen of vent opening in good order?","<Check point>
Check to see if flame arrester is removed or broken.",,Rightship 13.07,Common,282
F605,50,7413,"Emergency Preparedness (Fire Fighting Equipment)
Are the crew familiar with the CO2 cylinder or tank fixed fire extinguishing systems, where fitted, and is in good order and are clear operating instructions posted?","<Check point>
Pictographic operating instructions for fixed fire fighting systems, where fitted. All valves clearly marked. Check to see if actuating box is unhooked in vibrations.
If one tank type, check condition of refrigeration unit and tank level. Check pressure of starting bottle, if possible.
Check general condition of CO2 cylinder/tank. Check general condition of room inside.
Note this room is not used as storeroom.
Check if blown through with compressed air and checked to ensure they are free of dust and debris.",,HRM 4.8,Common,283
F605,50,7414,"Emergency Preparedness (Fire Fighting Equipment)
Is key to box for releasing CO2 managed properly?","<Check point>
Check who manages key and where key is kept. Mark ""N/A"" if key is not provided for box.",,SPM VOL II 11.8,Common,284
F605,50,7415,"Emergency Preparedness (Fire Fighting Equipment)
Are records available to show that samples of foam compound have been tested at regular intervals?","<Check point>
For fixed foam fire fighting system, foam concentrate shall be initially tested after 3years of delivery then after every year. Original and valid Foam test Certificate shall be on board.
<Annotation>
Protein based alcohol foam concentrates should be subject to a stability test with Acetone.
Except for tests above, the first periodical control of foam concentrates should be performed not more than 3 years after being supplied to the ship, and after that, every year. The tests required above should be performed prior to delivery to the ship and annual thereafter. (MSC.1/Circ 1312).",MSC.1/Circ. 1312,Rightship 5.27,Common,285
F605,50,7416,"Emergency Preparedness (Fire Fighting Equipment)
Are the crew familiar with foam fixed fire extinguishing systems, where fitted, in good order and are clear operating instructions posted?","<Check point>
Pictographic operating instructions for fixed fire fighting systems, where fitted. All valves clearly marked. Check liquid level in storage tank.
Check leaks.
Check general condition of room inside. Note this room is not used as storeroom.",,HRM 4.8,Common,286
F605,50,7417,"Emergency Preparedness (Fire Fighting Equipment)
Are the crew familiar with Hypermist fixed fire extinguishing systems, where fitted, in good order and are clear operating instructions posted?
Is there a minimum test of one section in each open head water mist system by flowing water through the nozzles?
<The sections tested should be chosen so that all sections are tested within a five-year period>","<Check point>
Pictographic operating instructions for fixed fire fighting systems, where fitted. All valves clearly marked. Check that Hypermist system is on ""AUTO"" mode and that water inlet valve is kept OPEN at all times.
Check the control panel and confirm the changeover switch is kept turned ON.(Sometimes it is kept turned OFF intentionally) Check if fire detectors for automatic start are not isolated/disabled.
Check by interviewing and confirm the officers know how to use it
Check water supply valve and confirm it is OPEN.(Sometimes it is kept CLOSED intentionally) Check liquid level in storage tank, if fitted, and check leaks.
Check quality of water as per manufacturer's guideline (if fitted with dedicated tank).",MSC.1/Circ. 1516,HRM 4.8,Common,287
F605,50,8104,"Pollution Prevention (Oil Pollution Prevention)
Are means readily available for dealing with small oil or chemical spills?","<Check point>
Check the inventory of Oil Spill containment equipment in SOPEP or SMPEP. Enquire the reason, if there is any reduction in oil dispersant chemical.
Check if materials/equipment are ready for use during cargo work or bunkering. Check storage place of solvent and dispersant.
Check record of quantity of materials/equipment.",,SSQE 7.2.11,Common,288
F605,50,8106,"Pollution Prevention (Oil Pollution Prevention)
Are unused cargo and/or bunker pipeline manifolds fully bolted and are all drains and vents and unused gauge stems, suitably blanked or capped?","<Check point>
Bunker and cargo manifolds, gauge and temperature stems, drains and vents shall be blanked or capped. Bolts should be of sufficient length and all nuts to be fully screwed.",,SPM VOL II 9.13.6,Common,289
F605,50,8107,"Pollution Prevention (Oil Pollution Prevention)
Is the ship fitted with a main deck boundary coaming and scupper arrangement that is effectively plugged during operations?","<Check point>
Check all deck scuppers.
Vessels engaged in bunkering are required to have all deck scuppers plugged",,SPM VOL II 9.10,Common,290
F605,50,8109,"Pollution Prevention (Oil Pollution Prevention)
Are bunker pipelines been satisfactorily tested atleast annual  basis and is there suitable evidence of this test?","<Check point> Check record
Pipe lines shall be stenciled with date of test and value of pressure test.
- The frequency of the tests and inspections required by this section must be annually or as part of the biennial and mid-period inspections.
Bunker pipe lines shall be pressure tested to
1. 100%MAWP (max. allowable working pressure) annually. Compressed Air shall not be used as means of pressure testing.
2. 150%MAWP during each scheduled dry docking",CFR Title33 156.170,SPM VOL II 9.25,Common,291
F605,50,8300,"Pollution Prevention (Bilge)
Are the overboard valve and intermediate valves properly closed after discharging hold bilge?",<Check point> Confirm by Interview,,,Common,292
F605,50,9509,"Safety Management (Safety Culture)
Are all movable objects on deck or in each storeroom properly secured?","<Check point>
Check movable objects.
Check free from debris and tidy.",,SSQE 5.17,Common,293
F605,50,9510,"Safety Management (Safety Culture)
Are paints stored in specified place?","<Check point>
Check if paints are stored in Bosun's Store, Steering Gear compartment, or Engine Room workshop. Check by interviewing deck crew where paints are stored.
Check also how paint cans are secured. Paints must be stored only in specified place. Check MSDS available.",,SSQE 5.17,Common,294
F605,50,9607,"Safety Management (Work Environment)
Is gas welding and burning equipment in good order ?","<Check point>
Check dedicated storage place. Check regulator and pressure gauge. Check hoses and connections.
Check if outlet valves are closed when not in use.
Check valves and flashback arresters fitted to those in use both on Deck and ER workshop (except PCC and container). Label empty cylinders as ""Empty cylinder"" and store them away from full cylinders.
Check cylinder condition.
Check piping should be of steel welded construction and bolted flanges are prohibited.",,SPM VOL II 10.41,Common,295
F605,50,9608,"Safety Management (Work Environment)
Are spare oxygen and acetylene cylinders stored apart in a dedicated storage area and is the storage area in a clearly marked, well-ventilated position outside the accommodation and engine room?","<Check point>
Oxygen and acetylene cylinders shall be stored separately.
Storage areas should provide good ventilation, be free of combustible material and not exposed to salt or other corrosive chemicals. Make shift connections from any of gas cylinders are strictly forbidden.
Safety guidelines / Work Instructions posted.",,SSQE 6.4.2,Common,296
F605,50,9609,"Safety Management (Work Environment)
Do decks working areas are clearly identified with non-slip surfaces?","<Check point>
Confirm that decks in working areas have clearly identified non-slip surfaces.
Mooring stations and other working areas on deck shall be painted with non-slip paint and periphery shall be painted with contrasting color for easy identification of these areas.",,Rightship 13.3,Common,297
F605,50,9702,"Safety Management (Safety Equipment)
Is the safety equipment inspected on board monthly and are records available?","<Check point>
Check the inspection record.
<Reference>
Safety equipment such as; Pyrotechnics
MOB Markers EPIRB
SART
GMDSS Walkie-Talkie Life Jacket Lights Immersion Suit Light
Lifeboat with its equipment's
Life raft (include Hydrostatic Release Unit) with its equipment's Fire Extinguishers
Fire Hoses
BA Compressor SCBA bottles O2 resuscitators
FO Emergency shut off valves Gas Detectors
O2 Analyzers
Barometer Alcometer",,SSQE 8.3.13,Common,298
F605,50,9800,"Safety Management (Security)
Is an adequate deck watch being maintained to prevent unauthorized access in port?","<Check point>
Gangway watch as per prevailing security level. Checking photo IDs of all visitors prior allowing on board. Visitors shall be escorted by ship's crew to Master or designated room as directed by SSO.
Confirm ship ID/tag delivery for visitors.
<Annotation>
Note: The deck watch should ensure that access to the ship is denied to all unauthorized persons.",ISPS Code B/9.14.1,SSP 10.0,Common,299
F605,50,9802,"Safety Management (Security)
Are ship security records related to port calls being maintained?","<Check point> Confirm KSM Form 176 Port Visited Record maintained
Record of last ten port calls shall be readily available on board
<Annotation>
The ship shall keep records for the last ten calls at port facilities. (SOLAS XI-2/9.2.3)
Note: The required detail of the records is considerable and is contained in SOLAS XI-2/9.2.1.",SOLAS XI-2/9.2.1 XI-2/9.2.3,SSP 9.0,Common,300
F605,50,9803,"Safety Management (Security)
Are records of training and maintenance of equipment related to the ship security plan available?
Does the vessel have a routine to regularly test the ship security alert system?","<Check point> Confirm record. Check evidence of
1. last SSAS test - KSM Form 179 Ship Security alert test record
2. last Ship/ Shore Annual security drill
3. Shipboard security drills
4. Key management
<Annotation>
Records should include:
- Training, drills and exercises;
- Security threats and security incidents;
- Breaches of security;
- Changes in security level;
- Communications relating to the direct security of the ship such as specific threats to the ship or to port facilities the ship is, or has been, in;
- Internal audits and reviews of security activities;
- Periodic review of the Ship Security Plan;
- Implementation of any amendments to the plan;
- Maintenance, calibration and testing of any security equipment provided on board, including testing of the ship security alert system. (ISPS Code Part A/10.1)",ISPS Code Part A/10.1,"SSP 17.0
SSP 32.0
SSP 5.0",Common,301
F605,50,9804,"Safety Management (Security)
Has a security officer been designated and trained to undertake this role?","<Check point> Confirm by interview. Check certificate.
SSO certificate by flag state administration",ISPS Code Part A/12.2 Part B/13.1 and 2,SSP 4.0,Common,302
F605,50,9805,"Safety Management (Security)
Does the vessel have evidence to show staff are trained to undergo security duties?",<Check point> Confirm by interview. Check certificate.,ISPS Code Part B/13.3 and 4,SSP 32.0,Common,303
F605,50,9807,"Safety Management (Security)
Does Master and Crew know the name of the CSO, or where details are posted?","<Check point>
Check Flag State approval letter or an endorsement stamp on the Ship Security Plan (SSP). Crew should know the name of the CSO or where details are posted.",,SSP APP E,Common,304
F605,50,9809,"Safety Management (Security)
Does the vessel have a voyage/transit security risk assessment?","<Check point>
Voyage/transit security risk assessment reviewed and updated prior to entering a security risk area.",,,Common,305
F605,50,9810,"Safety Management (Security)
Does the vessel have procedures for vessel hardening (razor wires, scanjet,…)?","<Check point>
Check procedures and if crew are familiar.
<Annotation>
The OCIMF information paper “Ship Security – Guidelines to Harden Vessels’ provides guidance on establishing procedures and implementing a vessel hardening plan.
The ship should maintain records to demonstrate implementation, when required through risk assessment, of hardening procedures such as entries in log book or work plans.
If the vessel does not have procedures for vessel hardening, then provide reasons in comments.",,,Common,306
F605,50,9811,"Safety Management (Security)
Has the company provided a list of security charts, publications and guidelines to the ship?","<Check point>
Check such security charts, publications and guidelines’ may include:
• Relevant UKHO security charts
• Industry best management practice guidance
• Any other company specific guidance",,Rightship 11.8,Common,307
F605,50,3517,"Deck Management (Hull & Structure)
Are hatch covers, hatch coamings, etc. in good order?
Are master/chief officer suitably trained in the inspection and maintenance of hatch covers?
Are officers familiar with emergency hatch cover operation arrangements","<Check point>
Check SPM E 422 Hatch cover and coaming inspection used by the vessel for inspection.
Check hatch cover sealing. Check drain holes, pipe lines, etc. Check followings;
Hatch cover top/sides/bottom, rubber packing, meeting joints, compression bars, water ways; hatch cover cleats, catwalks, steps, handrails and part around hatch covers/coaming, including water way drain pipes.
Check if Rest Pads and Landing Pads cleaned and thin coat of grease applied.",,"SPM VOL II 15.0
BGCM 4.15.2",Common,308
F605,50,3518,"Deck Management (Hull & Structure)
Are following in cargo holds in good order?
-Side wall, bulkhead, floor, tank top, escape hatch, hold ladder, handrail, bilge well in good order and tested, sounding pipe, side sparring, air pipe, manhole cover, etc.","<Check point>
Check SPM E 414 Cargo hold structural inspection used for inspection by the vessel.
Check by entering holds.
(There is no need to enter all holds for inspection, but it is requested to enter as many holds as possible to inspect) Check followings;
Side wall, bulkhead, floor, tank top, escape hatch, hold ladder, handrail, bilge well, sounding pipe, side sparring, air pipe, manhole cover, etc.
<Annotation>
Non-return valves must be checked to ensure they are fully operational. Overhaul of non-return valves at regular intervals should be incorporated into the planned maintenance system. Inspection and testing of these non-return valves should be incorporated in the pre- loading checks of the holds. Presence of previous cargo residues and/or scale around the valve’s seat may prevent the correct operation of the non-return valve.
Bilge lines should be blown back to confirm the effectiveness of the valves regularly. Bilge high-level alarms should be tested regularly.
Records of testing of alarm systems should be retained on board.

Rusty condition in the hold shall be reported KSM every 4 Monthly","(Hold bilge systems, 2008)",SPM VOL II 15.0,Common,309
F605,50,3519,"Deck Management (Hull & Structure)
Are water ingress detector and alarm system (WIAS) maintained in good condition and are the records of tests being maintained?","<Check point>
Check maintenance and condition of WIAS
<Annotation>
• In each cargo hold, giving audible and visual alarms, one when the water level above the inner bottom in any hold reaches a height of 0.5m and another at a height not less than 15% of the depth of the cargo hold but not more than 2.0 m. On bulk carriers to which regulation 9.2 applies, only the latter alarm need be installed. The water level detectors shall be fitted in the aft end of the cargo holds. For cargo holds which are used for water ballast, an alarm overriding device may be installed. The visual alarms shall clearly discriminate between the two different level detectors in each hold;
• In any ballast tank forward of the collision bulkhead required by regulation II-1/11, giving an audible and visual alarm when the liquid in the tank reaches a level not exceeding 10% of the tank capacity. An alarm overriding device may be installed to be activated when the tank is in use; and
• In any dry or void space other than a chain cable locker, any part of which extends forward of the foremost cargo hold, giving an audible and visual alarm at a water level of 0.1 m above the deck. Such alarms need not be provided in enclosed spaces the volume of which does not exceed 0.1% of the ship’s maximum displacement volume.
• The audible and visual alarms specified in paragraph 1 shall be located on the navigation bridge. The record of testing of alarm systems should be retained on board.","SOLAS, XII 2014
Reg, 12
(Resolution MSC.188
(79)/Perform ance Standard for Water Level Detectors 2004)",SPM VOL II APP 2,Common,310
F605,50,5000,"Cargo & Ballast Management (Dry Cargo Common)
Are cargo gears (derricks, cranes, provisions cranes, bunker davits, belt conveyors, container spreaders, etc.) in good order and is there recorded evidence of regular inspection?
Has a thorough examination and load test of lifting appliances been carried out and is the record of the test and examination being maintained properly?
Inspection should be included under the PMS system.","<Check point>
Check by interviewing crew and stevedores. Check operations.
Check Wires, blocks, sheaves and other parts of cargo gears.
There should be on board an appropriate test certificate for all wire ropes on board; that is for all of those in use and for all spare wire ropes.
Safe working loads are marked on cargo gears.",,SPM VOL II 16.2,Common,311
F605,50,5013,"Cargo & Ballast Management (Dry Cargo Common)
Are tank top of cargo hold in good condition ?","<Check point>
In the past events, there was an accident of flooding from pin hole on the tank top due to corrosion.",,SPM VOL II 15.0,Common,312
F605,50,5014,"Cargo & Ballast Management (Dry Cargo Common)
Are Fuel Oil pipe line in the cargo hold in good condition, if applicable ? Confirm there are no signs of oil leakage from valves or flanges ?","<Check point>
Check condition in cargo hold.",,SPM VOL II 15.0,Common,313
F605,50,5300,"Cargo & Ballast Management (Bulk-Common)
Are followings observed when use cargo hold as ballast tank?
- Is procedure of ventilator operation established?
- Is caution notice exhibited near ballast hold ventilator clearly?
- Is operation procedure prepared nearby the ballast console or in the ships office in some way?
- Are seat rings of hold ballast suction valves inspected periodically?","<Check point>
- Check to see if warning is on display at conspicuous place near each cargo hold/ballast tank ventilator.
- Check to see if operational procedures are prepared near ballast console.
- Check by interviewing Chief Officer if he knows operational/check procedures by heart.",,,Common,314
F605,50,5301,"Cargo & Ballast Management (Bulk-Common)
Are there any corroded, bent, or damaged bolts on the manhole cover between the ballasting tank and the ballasting cargo hold?","<Check point>
- Check manholes and bolts",,SPM VOL II 15.0,Common,315
F605,50,5302,"Cargo & Ballast Management (Bulk-Common)
- Are operating devices on hatch covers/middle decks/beams, etc. in good order?
Hydraulic cylinders, rollers, hydraulic pipes, hatch cover chains, fan room, cargo hold ducts, evaporator spaces, operation stand etc.
Slackness, rust, twisting of driving chain
- Any oil leakage from hydraulic machines?
- Is the operating control box for the hatch covers free from any oil leak?
- Are hydraulic lines or hoses for deck machinery checked before entering port?","<Check point>
- Check oil leaks.
- Check ducts.
- Check evaporator spaces.
- Check damage to gratings, side sparring.
- Check around hatch cover.",,"SPM VOL II 15.0
SPM VOL II 18.0",Common,316
F605,50,5303,"Cargo & Ballast Management (Bulk-Common)
- Are hatch covers, hatch coamings, etc., in good order?
*When closed, doesn't the hatch cover touch the top of the hatch coaming? (Are abrasions of hatch cover rest pad, sliding pad and locators within permissible limits?)
*Maintaining flexibility of rubber packing
*Breakage and bending compression bars
*Remarkable rust around water-ways, blockage(clogging) of drain pipes, preventive action taken to avoid cargo falling down and clogging the drainage holes
*Was the end stopper for the cargo hatch cover set appropriately? (Are hatch covers fixed by setting the end stopper so that it does not move when the hatch covers are opened or closed?)","<Check point>
- Check oil leaks.
- Check ducts.
- Check evaporator spaces.
- Check damage to gratings, side sparring.
- Check around hatch cover.",,KSM Circular EXT/Permanent/2021/007,Common,317
F605,50,5304,"Cargo & Ballast Management (Bulk-Common)
Is there any risk of cargo contamination due to damaged and/or corroded hold structures (spiral ladder, vertical ladder, any of several pipes)?",Check the actual condition by going down the ladder to the bottom of the cargo hold.,,SPM VOL II 15.0,Common,318
F605,50,5305,"Cargo & Ballast Management (Bulk-Common)
Is following countermeasure to prevent serious damage of bulkhead by ballasting?
1. Chief officer must understand the limitations of port use ballast tanks through the loading manual.
2. Chief officer must make a cargo-loading plan that includes the ballast operation and identity limitation of port use ballast hold, if have.
3. The company must provide the procedure / Work Instruction for ballasting/de-ballasting operation, including the following measures of limitation of hold ballasting.
- A permissible water level and caution mark should be displayed as plainly on all port-use ballast holds (cargo hold BHD and hatch cover air-vent).
- A sounding height of a permissible level and caution mark should be displayed as plainly on all sounding points for port-use ballast holds.
- A permissible water level and caution should be displayed as plainly at a suitable place on the ballast console or Ship's office.
- A notice indication – a comprehensible rough sketch of the permissible water level for each port-use ballast hold – should be displayed in the ship’s office.
4. Carry out adequate and frequent soundings, especially when the level
comes close to planned limits.
5. Establish immediate communication between the ballast-pump station, local valve and the sounding crew on site.","- Check to see if warning is on display at conspicuous place near each cargo hold/ballast tank ventilator.
- Check to see if operational procedures are prepared near ballast console.
- Check by interviewing Chief Officer if he knows operational/check procedures by heart.",,,Common,319
F605,50,5501,"Cargo & Ballast Management (Chip)
Are the rusts and paints of cargo holds removed before painting? Confirm there is no rust plate and paint flakes in cargo holds?",Check condition of paint of hold and coaming (especially around compression bar) Lower part of hold (approximately hopper and tank top) must not be painted..,,SPM VOL II 15.0,Common,320
F605,60,1213,"Crew Management (Training)
Are the ship’s officers able to demonstrate their familiarisation with the operation of fixed and portable fire fighting, lifesaving and other emergency equipment?","<Check point>
Check by interviewing Officers.
Check if officers can demonstrate correct procedure of operation of fixed fire fighting system, Emerg Generator, the main and emergency fire pumps, the emergency steering gear, the donning and use of breathing apparatus and oxygen resuscitation equipment.",,HRM 4.8,Common,321
F605,60,1403,"Crew Management (Health)
Are medicines properly controlled?","<Check point>
Check expiry dates of medicines.
It is recommended that Master control, in locked storage place, medicines which require special care - psychoactive medicines, etc. Note:
1) Medicines are inventoried
2) Expired medicines are separated and controlled.
3) Prescription medicines taken by crew on board are monitored by Master. 4) Dispensing of medicine on board is recorded in Medical Log.",,HRM 9.5.4,Common,322
F605,60,3806,"Deck Management (Accommodation & Stores)
Are personnel alarms in refrigerated spaces in good order and operational?","<Check point>
Verify if personnel alarm is being regularly tested and functional.",,HRM 9.1.8.5,Common,323
F605,60,3807,"Deck Management (Accommodation & Stores)
Is the Ship's Hospital clean, tidy and ready for use?","<Check point>
Ship's hospital shall be ready for immediate use. It shall not be used as additional cabin or store room.",,HRM 9.5.1,Common,324
F605,60,3808,"Deck Management (Accommodation & Stores)
Are vacant cabins not used as storerooms?
Is hot water and cold water available in each cabin ?","<Check point>
Check vacant cabins.
Confirm condition of hot water and cold water.
(All cabin are required to supply them, but it is ok to check in vacant cabin)",MLC 3.1,HRM 9.3,Common,325
F605,60,3809,"Deck Management (Accommodation & Stores)
Are toilets in good order?
Are flush valves and water pressures in good order?","<Check point>
Check water pressures of Bridge toilet.
Check water pressures of toilets in crew accommodation space. Check cleanliness of toilets.",MLC 3.1,HRM 9.3,Common,326
F605,60,3810,"Deck Management (Accommodation & Stores)
Are accommodation, public spaces, including smoke rooms, mess rooms, sanitary areas clean, tidy and in a hygienic condition?","<Check point>
Check accommodation, public spaces, including smoke rooms, mess rooms, sanitary areas.
<Additional check point for all type of tankers>
Smoke rooms shall be equipped with Auto extinguishing type ash trays. Safety matches or fixed (car-type) electric lighters shall only be allowed.
Mechanical and portable lighters are prohibited.",,HRM 9.3,Common,327
F605,60,3811,"Deck Management (Accommodation & Stores)
Are food storerooms, food handling spaces, refrigerated spaces  clean, tidy and in a hygienic condition?","<Check point>
Check storerooms, provisions storerooms and refrigerated spaces. Check gratings.
Check any sign of cockroaches.
Check condition of entrance doors and temperature.
Food item shall be stored approximately 15cms from floor in food store rooms. (Reference: WHO ISSC Technical advice).","WHO ISSC
Technical advice",HRM 9.1.8,Common,328
F605,60,3812,"Deck Management (Accommodation & Stores)
Are galleys and pantries clean, tidy and in a hygienic condition?","<Check point> Check galley.
Check any sign of cockroaches and insects.. Check control condition of disposer.
Galley exhaust fire mesh shall be clean.
Electric deep fryers shall be fitted with thermostats.
<Annotation>
Notes: Unburned fuel or fatty deposits in galley ranges, within flue pipes and in the filter cowls of galley vents can cause fire and must be maintained in a clean condition.
Oil and deep fat fryers should be fitted with thermostats to cut off the electrical power and prevent overheating.",,HRM 9.1.8,Common,329
